#Date	Molasses	MOT	Repump	OP	Add. H	Add. V	Lat. X	Lat. Y	Lat. Z	Clearing	Depump
2017-06-21 14:35:06.093000				960.000000							
2017-06-22 10:31:51.515000				800.000000							
2017-06-26 11:33:45.078000	14.000000										
2017-06-27 11:02:34.343000	11.200000										
2017-06-28 14:24:38.984000	15.000000										
2017-07-03 14:30:15.984000	14.000000										
2017-07-10 18:03:21.203000	15.000000										
2017-07-11 12:29:08.703000	13.000000										
2017-07-11 12:37:25.328000	14.600000										
2017-07-17 11:18:28.328000	13.000000										
2017-08-14 12:38:56.968000	14.000000										
2017-08-14 15:32:44.265000	13.500000										
2017-08-15 11:09:57.406000	12.500000										
2017-08-15 11:16:45.718000	13.500000										
2017-08-15 12:20:05.796000	10.000000										
2017-08-15 12:20:22.484000	11.000000										
2017-08-24 13:15:09.781000				1000.000000							
2017-08-24 13:16:07.328000				600.000000							
2017-08-24 13:20:18.031000				400.000000							
2017-08-24 13:22:30.140000				500.000000							
2017-08-24 15:39:27.375000				800.000000							
2017-08-25 14:52:48.843000			194.000000	777.000000							
2017-08-25 14:54:08.875000			200.000000								
2017-08-25 15:03:52.359000			200.000000	800.000000							
2017-08-29 15:24:53.875000				838.000000							
2017-08-29 15:32:13.265000				800.000000							
2017-09-12 14:03:46.671000	10.000000										
2017-09-12 15:54:30.453000	11.000000										
2017-09-14 11:29:05.437000	10.000000										
2017-09-15 15:28:24.234000	11.000000										
2017-09-25 11:44:26.406000	9.000000										
2017-09-29 15:35:32.906000	10.000000										
2017-10-02 12:41:52.984000	9.000000										
2017-10-02 15:03:55.171000	8.000000										
2017-10-02 15:04:26.234000	7.000000										
2017-10-03 11:19:39.453000	6.000000										
2017-10-04 15:45:55.828000	12.000000										
2017-10-04 15:51:57.390000	11.000000										
2017-10-04 16:03:35.843000	10.000000										
2017-10-04 16:13:10.218000				600.000000							
2017-10-04 16:14:03.093000				800.000000							
2017-10-11 16:28:12.906000	9.000000										
2017-10-12 11:14:42.859000	7.500000										
2017-10-12 11:54:10.562000	13.000000										
2017-10-13 12:12:11.953000			333.000000								
2017-10-16 16:58:31.375000	10.000000										
2017-10-17 12:08:56.875000	13.000000										
2017-10-17 17:25:39.796000			400.000000								
2017-10-18 15:09:40.500000			280.000000								
2017-10-18 15:10:25.125000			400.000000								
2017-10-20 14:18:40.218000	12.000000										
2017-10-25 15:10:56.140000	10.500000										
2017-10-25 15:18:24.546000	10.000000										
2017-10-26 11:31:05.640000	9.500000										
2017-10-26 15:36:48.234000	9.000000										
2017-10-26 15:43:36.546000	8.500000										
2017-10-27 10:38:57.625000	9.000000										
2017-10-27 10:41:45.859000	8.700000										
2017-10-27 10:42:30.281000	8.500000										
2017-10-27 11:41:58.765000	9.500000										
2017-10-30 14:13:22.734000	8.500000										
2017-10-31 15:07:02.375000	12.000000										
2017-11-01 11:39:06.500000	10.000000										
2017-11-01 11:52:13.781000	12.000000										
2017-11-01 11:53:15.421000	10.000000										
2017-11-01 11:54:59.640000											
2017-11-01 11:55:12.750000	12.000000										
2017-11-01 11:55:45.640000	10.000000										
2017-11-02 11:26:32.937000											
2017-11-03 14:29:59.437000	11.000000										
2017-11-06 15:48:31.765000	10.000000										
2017-11-07 15:07:24.062000	11.500000										
2017-11-07 15:09:44.500000	12.500000										
2017-11-08 14:42:27.890000	12.000000										
2017-11-10 14:43:03.734000	11.500000										
2017-11-10 15:40:14.781000	11.000000										
2017-11-10 16:04:27.781000	10.000000										
2017-11-13 11:36:41.875000	12.000000										
2017-11-13 11:40:59.640000	11.000000										
2017-11-13 15:15:36.687000	10.000000										
2017-11-13 15:32:39.968000	9.000000										
2017-11-13 17:32:06.937000	12.000000										
2017-11-13 17:33:09.937000	9.000000										
2017-11-14 11:23:40.718000	11.000000										
2017-11-14 12:12:28.046000	11.500000										
2017-11-14 14:35:05.671000	11.000000										
2017-11-14 14:54:40.250000	10.500000										
2017-11-14 17:24:59.312000	10.000000										
2017-11-16 14:55:11.890000	11.000000										
2017-11-16 17:50:37.031000	10.000000										
2017-11-17 11:28:48.968000	10.500000										
2017-11-17 14:43:30.468000	10.000000										
2017-11-17 16:52:18.734000	9.500000										
2017-11-20 15:07:13.609000	10.000000										
2017-11-21 14:39:04.421000	9.500000										
2017-11-22 11:53:49.500000	10.500000										
2017-11-22 14:08:43.875000	10.000000										
2017-11-29 13:50:23.953000	9.500000										
2017-11-29 14:21:15.359000	10.000000										
2017-11-29 14:26:26.156000	10.500000										
2017-11-29 14:29:27.562000	10.000000										
2017-11-29 17:17:01.937000	9.500000										
2017-12-01 11:55:23.015000	10.500000										
2017-12-01 15:46:23.781000	9.500000										
2017-12-01 15:49:57.750000	8.500000										
2017-12-01 15:51:40.171000	9.000000										
2017-12-01 16:01:07.515000	9.500000										
2017-12-01 16:12:21.500000	9.000000										
2017-12-06 10:55:19.984000	10.000000										
2017-12-06 14:28:22.343000	9.000000										
2017-12-06 14:30:54.406000	8.600000										
2017-12-07 15:33:19.546000	7.500000										
2017-12-07 15:35:44.953000	8.600000										
2017-12-12 14:37:38.937000	9.500000										
2017-12-12 14:41:05.890000	10.000000										
2017-12-12 14:41:07.812000	10.000000										
2017-12-13 14:20:44.984000	8.000000										
2017-12-13 14:24:45.921000	8.500000										
2017-12-13 14:40:04.890000	8.800000										
2017-12-13 14:40:37.312000	8.200000										
2017-12-15 15:50:33.421000	8.700000										
2017-12-15 15:50:40.390000	8.700000										
2017-12-15 15:50:47.421000	8.700000										
2017-12-15 15:51:00.343000	10.000000										
2017-12-15 15:54:12.828000	9.000000										
2018-02-12 17:55:14.875000	11.000000										
2018-02-16 11:54:37.781000	9.000000										
2018-02-16 14:57:27.671000	11.000000										
2018-02-16 15:28:03.390000	11.500000										
2018-02-26 12:34:02.156000	9.500000										
2018-02-26 15:06:03.703000	10.000000										
2018-03-06 16:55:31.609000	9.000000										
2018-03-20 11:29:23.390000	8.500000										
2018-03-20 14:31:34.875000	9.000000										
2018-04-12 11:28:00.203000	8.000000											
2018-04-12 15:16:25.343000	6.000000											
2018-04-12 15:17:05.875000	8.000000											
2018-04-13 17:37:31.296000	7.500000											
2018-04-18 15:49:30.187000	8.000000											
2018-04-18 15:52:19.531000	9.000000											
2018-04-18 15:56:36.156000	10.000000											
2018-04-19 19:16:19.593000	9.000000											
2018-04-20 11:16:34.750000	7.000000											
2018-04-20 11:53:40.203000	6.000000											
2018-04-20 14:34:44.171000	7.500000											
2018-04-20 15:58:41.765000	8.500000											
2018-04-24 12:21:44.671000	7.000000											
2018-04-27 13:48:05.640000	10.000000											
2018-04-27 13:57:45.406000	9.500000											
2018-04-27 14:35:10.671000	9.000000											
2018-04-27 15:44:37.906000	9.500000											
2018-04-30 18:07:28.171000	9.000000											
2018-05-02 12:11:15.140000	8.000000											
2018-05-02 12:19:59.906000	9.000000											
2018-05-02 12:46:31.421000	8.500000											
2018-05-02 17:19:19.343000	9.000000											
2018-05-03 17:15:57.828000	6.000000											
2018-05-03 17:17:58.593000	9.000000											
2018-05-04 14:34:41.046000	8.000000											
2018-05-04 14:35:14.406000	7.000000											
2018-05-07 11:30:44.375000	6.000000											
2018-05-07 12:13:59.359000												
2018-05-07 12:14:05.875000	9.000000											
2018-05-07 12:20:04.984000	8.000000											
2018-05-07 14:39:31.750000												
2018-05-07 14:39:39.203000	7.500000											
2018-05-10 17:09:26.656000	6.500000											
2018-05-10 17:09:26.890000	6.500000											
2018-05-10 17:09:27.046000	6.500000											
2018-05-10 17:09:36.843000	6.500000											
2018-05-11 15:01:36.484000	10.000000											
2018-05-15 18:09:52.312000	8.000000											
2018-05-15 18:10:38.656000	7.000000											
2018-05-15 18:21:00.718000	8.000000											
2018-05-15 18:22:08.156000	6.500000											
2018-05-15 18:32:24.531000	10.000000											
2018-05-17 17:24:52.718000	9.000000											
2018-05-17 17:25:35.156000	8.000000											
2018-05-17 17:26:19.718000	7.500000											
2018-05-17 17:26:20.359000	7.500000											
2018-05-17 17:26:28	7.500000											
2018-05-17 17:30:31.484000												
2018-05-17 17:30:37.812000	6.500000											
2018-05-17 17:33:11.390000	6.000000											
2018-05-17 17:59:54.421000	10.000000											
2018-05-18 14:22:26.156000	9.000000											
2018-05-21 12:25:01.062000	14.000000											
2018-05-21 12:35:32.062000	11.000000											
2018-05-21 12:35:37.750000	11.500000											
2018-05-21 12:35:42.187000	11.500000											
2018-05-21 12:35:44.265000	11.500000											
2018-06-05 13:40:58.125000	10.500000											
2018-06-07 15:29:56.953000	9.000000											
2018-06-07 17:51:46.687000	11.000000											
2018-06-11 15:48:16.203000	11.500000											
2018-06-13 15:39:30.343000	11.000000											
2018-06-21 15:14:20.203000	11.500000											
2018-07-10 16:49:47.484000	11.000000											
2018-07-10 16:50:09.312000	12.000000											
2018-07-10 16:50:27.468000	12.500000											
2018-07-12 15:38:59			340.000000									
2018-07-12 15:39:34.140000			400.000000									
2018-07-16 16:39:23.906000	11.000000											
2018-07-17 12:08:51.531000	10.500000											
2018-07-17 12:09:22.765000	10.000000											
2018-07-17 12:16:24.484000	11.000000											
2018-08-06 15:05:41.765000	12.000000											
2018-08-06 15:06:09.265000	13.000000											
2018-08-06 15:06:25.203000	12.700000											
2019-01-25 16:13:39.703000	11.800000											
2019-01-28 12:05:02.546000	11.000000											
2019-04-26 16:30:14.328000				600.000000								
2019-04-26 16:31:25.687000				400.000000								
2019-04-26 16:32:14.187000				600.000000								
2019-05-02 18:42:22.953000	10.500000											
2019-05-14 12:01:22.265000	13.000000											
2019-05-14 12:32:41.234000	11.000000											
2019-05-14 14:01:55.546000	13.000000											
2019-05-16 14:49:27.078000	10.500000											
2019-05-16 16:02:02.843000	12.000000											
2019-05-20 15:41:03.765000	10.500000											
2019-05-21 16:18:00.390000				800.000000								
2019-05-21 16:21:21.734000				400.000000								
2019-05-21 16:24:25.468000				650.000000								
2019-05-21 16:26:11.046000				600.000000								
2019-05-22 17:11:30.453000	12.000000											
2019-06-03 14:50:09.546000	15.000000											
2019-06-03 14:50:37.859000	12.000000											
2019-06-05 11:53:09.562000	10.500000											
2019-06-06 14:04:06.984000	11.000000											
2019-06-06 14:13:45.343000	10.500000											
2019-06-06 16:29:43.562000				800.000000								
2019-06-06 16:30:35.625000				1000.000000								
2019-06-06 16:34:20.281000				1400.000000								
2019-06-06 16:37:10.312000				1200.000000								
2019-06-12 17:23:02.156000	9.000000											
2019-06-13 11:43:33.906000	12.000000											
2019-06-13 15:11:03.812000	11.000000											
2019-06-14 14:49:06.390000				600.000000								
2019-06-14 14:54:00.953000				1200.000000								
2019-06-18 15:02:09.265000				1200.000000								
2019-06-18 15:06:50.281000				300.000000								
2019-06-18 15:08:26.062000				2400.000000								
2019-06-18 15:13:20.046000				1600.000000								
2019-06-18 15:20:09.812000				800.000000								
2019-06-18 15:23:51.359000				300.000000								
2019-06-18 15:28:35.015000				3000.000000								
2019-06-18 15:40:30.312000				2400.000000								
2019-06-18 15:43:42.265000				2600.000000								
2019-06-18 15:47:06.578000				2000.000000								
2019-06-18 15:53:42.171000				2200.000000								
2019-06-18 15:57:19.734000	12.000000											
2019-06-25 14:43:04.921000	11.500000											
2019-06-25 15:45:28.812000				1600.000000								
2019-06-25 15:48:08.984000				1000.000000								
2019-06-25 15:53:53.281000				2200.000000								
2019-06-26 15:34:54.578000	10.500000											
2019-07-08 14:49:52.781000	11.500000											
2019-07-08 17:18:28.328000				1600.000000								
2019-07-08 17:24:32.218000				2200.000000								
2019-07-25 17:40:28.515000	10.000000											
2019-07-26 14:10:34.265000	10.500000											
2019-07-26 14:10:49.671000	11.000000											
2019-08-01 16:51:02.359000	12.000000											
2019-08-15 15:12:15.625000	11.000000											
2019-08-15 15:30:17.515000	11.500000											
2019-08-15 17:57:01.359000				2000.000000								
2019-08-15 18:00:53.953000				1800.000000								
2019-08-15 18:04:51.843000				2000.000000								
2019-08-22 11:30:48.843000											40.000000
2019-08-22 11:31:26.656000											35.000000
2019-08-26 18:42:15.375000				1600.000000							
2019-08-26 18:43:34.125000				2200.000000							
2019-08-27 17:12:23.359000	10.500000										
2019-08-27 17:12:44.015000	10.500000	35.000000									
2019-08-29 15:17:14.640000	11.000000										
2019-09-05 12:12:56.890000				2000.000000							
2019-09-05 12:49:48.828000				1400.000000							
2019-09-05 12:53:38.171000				2000.000000							
2019-09-05 18:15:11.046000				1000.000000							
2019-09-05 18:19:19.578000				3000.000000							
2019-09-05 18:20:47.187000				1800.000000							
2019-09-05 18:41:57.531000				600.000000							
2019-09-06 11:33:24.015000				4.000000							
2019-09-06 11:43:21.640000				600.000000							
2019-09-06 11:45:53.109000				50.000000							
2019-09-06 11:55:10				2000.000000							
2019-09-06 12:32:46.593000				600.000000							
2019-09-06 12:58:19.171000				100.000000							
2019-09-06 13:01:05.296000				1000.000000							
2019-09-06 13:09:16.656000				800.000000							
2019-09-06 15:25:22.375000				600.000000							
2019-09-06 15:28:06.062000				400.000000							
2019-09-06 15:39:08.984000				800.000000							
2019-09-06 17:59:57.140000											45.000000
2019-09-06 18:05:46.125000											40.000000
2019-09-06 18:06:29.515000											35.000000
2019-09-09 15:15:55.281000				200.000000							
2019-09-09 15:16:32.015000				2000.000000							
2019-09-09 15:19:50.562000				800.000000							
2019-09-09 15:29:44.781000				3000.000000							
2019-09-09 15:31:33.921000				2000.000000							
2019-09-09 15:33:55.562000				800.000000							
2019-09-09 15:37:19.046000				2000.000000							
2019-09-09 15:38:09.968000				800.000000							
2019-09-12 12:19:13.250000				400.000000							
2019-09-12 12:19:53.593000				800.000000							
2019-09-12 15:06:04.187000				1600.000000							
2019-09-12 19:21:40.125000				800.000000							
2019-09-16 15:31:18.468000				2000.000000							
2019-09-16 15:31:37.812000				800.000000							
2019-09-16 15:48:07.796000				2000.000000							
2019-09-16 15:49:54.718000				800.000000							
2019-09-17 17:00:00.828000				400.000000							
2019-09-17 17:08:29.593000				1600.000000							
2019-09-17 17:17:56.375000				800.000000							
2019-09-23 15:52:11.296000	10.500000										
2019-09-30 15:01:55.984000	9.500000										
2019-09-30 15:54:38.437000	10.500000										
2019-09-30 16:30:53.531000	9.500000										
2019-10-01 17:09:42.062000				600.000000							
2019-10-01 17:20:01.265000				1200.000000							
2019-10-01 17:30:15.953000				1600.000000							
2019-10-01 17:43:19.062000				1200.000000							
2019-10-15 17:00:55.515000	8.500000										
2019-10-15 17:36:49.250000	11.500000										
2019-10-16 15:57:15.906000	10.500000										
2019-10-16 16:37:33.578000	9.500000										
2019-10-18 16:34:30.218000				1600.000000							
2019-10-18 16:35:33.718000				800.000000							
2019-10-18 16:37:18.796000				1200.000000							
2019-10-18 16:37:32.671000				1200.000000							
2019-10-18 16:38:27.468000				1600.000000							
2019-10-18 16:39:31.203000				1200.000000							
2019-10-18 16:39:45.703000				800.000000							
2019-10-18 16:40:40.093000				1200.000000							
2019-10-18 16:50:45.781000				400.000000							
2019-10-18 16:53:58.812000				1600.000000							
2019-10-18 16:59:31.500000				1200.000000							
2019-10-18 17:16:34.562000	10.500000										
2019-10-18 17:21:01.875000	11.500000										
2019-10-18 17:28:55.343000	10.500000										
2019-10-22 12:26:54.312000				1400.000000							
2019-10-22 17:31:10.953000				400.000000							
2019-10-22 17:34:57.750000				800.000000							
2019-10-22 17:37:55.859000				1200.000000							
2019-10-22 17:42:12.156000				1600.000000							
2019-10-22 17:48:10.796000				1400.000000							
2019-11-04 17:50:21.046000	12.000000										
2019-11-05 15:49:25.734000				1000.000000							
2019-11-06 17:36:15.546000	10.500000										
2019-11-07 15:36:18.187000				800.000000							
2019-11-07 15:37:15.406000				1000.000000							
2019-11-07 16:25:53.625000				1400.000000							
2019-11-08 15:35:25.937000	9.500000										
2019-11-08 15:35:28.671000	9.500000										
2019-11-11 12:15:27.265000	9.500000										
2019-11-11 18:03:32.296000				1000.000000							
2019-11-11 18:22:01.328000	8.500000										
2019-11-12 16:40:22.984000	9.500000										
2019-11-12 16:40:24.031000	9.500000										
2019-11-12 16:57:12.781000	9.500000										
2019-11-12 16:57:28.500000	9.500000										
2019-11-12 16:59:51.296000											
2019-11-12 16:59:58.234000	9.000000										
2019-11-13 18:35:17.453000	7.000000										
2019-11-14 19:11:14.468000	11.000000										
2019-11-14 19:11:53.531000	9.000000										
2019-11-15 12:02:14.109000	12.000000										
2019-11-18 12:58:14.156000											
2019-11-18 12:58:20.218000	11.000000										
2019-11-18 15:31:12.812000	10.500000										
2019-11-19 12:57:12	11.000000										
2019-11-19 16:20:12.796000											
2019-11-20 16:00:50.875000	12.000000										
2019-11-20 16:00:52.984000	12.000000										
2019-11-20 16:00:59.359000	12.000000										
2019-11-20 18:35:06				1400.000000							
2019-11-21 15:37:34.875000	12.500000										
2019-11-25 13:18:22.609000	10.500000										
2019-11-25 19:51:58.140000				1000.000000							
2019-11-26 19:00:16.968000	11.500000										
2019-11-26 19:02:17.859000	12.000000										
2019-11-27 12:14:27.562000				500.000000							
2019-11-27 12:14:46.687000				800.000000							
2019-12-03 11:19:23.625000	10.500000										
2019-12-03 11:50:44.406000	12.000000										
2019-12-04 19:01:18.484000				1200.000000							
2019-12-04 19:04:44.906000				600.000000							
2019-12-04 19:14:47.375000				1000.000000							
2019-12-23 15:14:04.984000				800.000000							
2019-12-23 15:16:27.890000				1400.000000							
2019-12-23 15:53:36.078000				800.000000							
2019-12-23 15:58:18.359000				500.000000							
2019-12-23 16:03:07.046000	13.000000										
2019-12-23 17:32:25.671000				1000.000000							
2019-12-24 13:38:06.156000				800.000000							
2019-12-24 17:07:40.515000				1600.000000							
2019-12-24 17:11:53.765000				400.000000							
2019-12-24 17:24:52.843000				1000.000000							
2019-12-26 11:43:47.359000	11.500000										
2020-01-08 15:12:32.015000	12.000000										
2020-01-08 15:18:52.562000	12.500000										
2020-01-08 15:23:50.015000	13.500000										
2020-01-09 11:26:16.734000	12.500000										
2020-01-09 11:35:15.796000	12.000000										
2020-01-09 12:26:49.062000	13.000000										
2020-01-10 11:58:39.125000	12.000000										
2020-01-13 13:02:51.937000	13.000000										
2020-01-16 18:12:12.296000				1400.000000							
2020-01-16 18:25:41.265000	14.500000										
2020-01-16 19:05:41.640000				1800.000000							
2020-01-16 19:12:39.390000				1000.000000							
2020-01-16 19:18:17.843000				1400.000000							
2020-01-16 19:40:53.265000				1000.000000							
2020-01-16 19:45:51.781000				1400.000000							
2020-01-16 19:47:52.375000				1800.000000							
2020-01-16 19:50:49.890000				1000.000000							
2020-01-17 18:18:54.406000	12.500000										
2020-02-11 18:48:42			500.000000								
2020-02-11 18:48:43.078000			500.000000								
2020-02-11 18:48:49.265000			500.000000								
2020-02-11 18:56:37.984000			400.000000								
2020-02-11 19:13:38.984000			500.000000								
2020-02-11 19:31:34.468000			400.000000								
2020-02-12 19:53:58.375000			800.000000								
2020-02-12 20:01:59.281000			400.000000								
2020-02-19 18:21:44.109000			800.000000								
2020-02-19 18:28:20.796000			400.000000								
2020-02-21 17:22:12.656000	50.000000										
2020-02-21 17:23:18.296000	25.000000										
2020-02-21 17:44:07.421000	12.000000										
2020-02-21 17:53:24.109000	12.500000										
2020-02-21 18:41:38.437000	5.000000										
2020-02-21 18:41:46.859000	7.000000										
2020-02-21 18:41:55.500000	7.000000										
2020-02-21 19:58:44.390000	12.500000										
2020-02-28 17:05:25.046000	11.000000										
2020-02-28 18:05:57.562000	10.000000										
2020-03-24 13:51:00.234000		55.000000									
2020-03-24 13:51:50.656000		40.000000									
2020-03-24 13:52:43.343000		35.000000									
2020-05-12 14:05:00.109000	9.000000										
2020-05-12 14:08:35.031000	8.500000										
2020-05-12 14:28:07.359000											
2020-05-12 14:28:18.546000	8.000000										
2020-05-12 14:28:58.656000											
2020-05-12 16:57:23.953000	10.000000										
2020-05-12 17:04:29.265000	11.000000										
2020-05-12 17:06:15.125000											
2020-05-12 17:06:19.906000	10.000000										
2020-05-14 20:13:52.968000	8.000000										
2020-05-14 20:16:35.328000	10.000000										
2020-05-14 20:16:37.171000	10.000000										
2020-05-15 13:20:58.921000	10.000000										
2020-05-15 17:37:41.656000	9.000000										
2020-05-15 17:38:05.421000	8.500000										
2020-05-15 17:38:22.515000	9.000000										
2020-05-15 17:51:56.906000											
2020-05-15 17:52:08.703000	8.600000										
2020-05-19 15:32:25.671000	10.000000										
2020-05-19 17:13:01.515000	12.000000										
2020-05-19 17:23:54.984000	10.000000										
2020-05-19 17:23:56.343000	10.000000										
2020-05-19 17:23:56.546000	10.000000										
2020-05-19 17:24:01.781000	10.000000										
2020-05-19 20:48:31.812000	8.600000										
2020-05-19 20:56:48.937000	10.000000										
2020-05-19 20:57:05.140000			300.000000								
2020-05-19 21:00:46.187000			450.000000								
2020-05-19 21:05:19.796000			400.000000								
2020-06-08 17:17:08.312000	8.000000										
2020-06-08 19:36:48.453000	10.000000										
2020-06-08 20:02:50.968000											
2020-06-08 20:02:55.765000	8.000000										
2020-06-08 20:47:53.984000	10.000000										
2020-06-08 20:53:12.703000	8.000000										
2020-06-09 13:24:19.750000	10.000000										
2020-06-09 13:54:27.968000	8.000000										
2020-06-09 18:26:31.375000	10.000000										
2020-06-09 19:57:49.250000	8.000000										
2020-06-09 20:11:08.375000	10.000000										
2020-06-09 20:13:42.484000	12.000000										
2020-06-09 20:16:08.203000	10.000000										
2020-06-10 13:35:53.890000	8.000000										
2020-06-10 13:56:13.515000	10.000000										
2020-06-10 13:59:24	8.000000										
2020-06-10 14:55:39.109000	10.000000										
2020-06-10 14:59:18.406000	8.000000										
2020-06-10 15:48:31.734000	13.000000										
2020-06-10 15:58:04.328000	10.000000										
2020-06-10 16:02:09	8.000000										
2020-06-10 16:05:28.875000	10.000000										
2020-06-11 13:45:07.656000	8.000000										
2020-06-11 13:48:20.625000	10.000000										
2020-06-11 14:43:46.296000	8.000000										
2020-06-11 15:08:28.921000	10.000000										
2020-06-12 14:15:27.468000	8.000000										
2020-06-15 13:44:07.046000	10.000000										
2020-06-15 13:54:39.625000	8.000000										
2020-06-15 13:54:40.843000	8.000000										
2020-06-15 14:09:31.640000	10.000000										
2020-06-15 14:09:33.531000	10.000000										
2020-06-15 14:09:42.734000	10.000000										
2020-06-15 15:44:20.437000	8.000000										
2020-06-15 17:35:43.640000	10.000000										
2020-06-16 16:23:49.468000	8.000000										
2020-06-16 16:25:40.031000	7.000000										
2020-06-16 16:28:28.343000	6.200000										
2020-06-16 16:35:05.093000	8.000000										
2020-06-16 17:09:20.875000	10.000000										
2020-06-16 17:15:39.781000	8.000000										
2020-06-16 17:20:27.531000	9.000000										
2020-06-16 18:49:15.218000	8.000000										
2020-06-16 19:36:25.078000	9.000000										
2020-06-17 16:21:27.312000	8.000000										
2020-06-17 16:35:35.671000	8.500000										
2020-06-17 16:40:11.812000	7.500000										
2020-06-17 16:45:44.406000	8.000000										
2020-06-17 16:52:57.468000	8.500000										
2020-07-23 13:40:26.671000	8.000000										
2020-09-23 12:16:40.296000	10.000000										
2020-09-25 13:21:50.390000	8.000000										
2020-10-07 17:23:42.078000	10.000000										
2020-10-08 14:23:03.796000	8.000000										
2020-10-13 14:23:55.562000	12.000000										
2020-10-13 14:23:56.625000	12.000000										
2020-10-13 14:24:01.625000	12.000000										
2020-10-13 14:24:04.031000	12.000000										
2020-10-14 13:04:48.546000	8.000000										
2020-10-14 13:06:57.500000	16.000000										
2020-10-14 13:07:28.218000	12.000000										
2020-10-14 13:07:29.171000	12.000000										
2020-10-14 13:07:34.625000	12.000000										
2020-10-14 15:23:07.406000	10.000000										
2020-11-18 14:10:49.265000	12.000000										
2021-01-19 13:30:47.015000	10.000000										
2021-04-01 17:33:13.578000	12.000000										
2021-04-01 17:42:24.171000	10.000000										
2021-04-05 13:58:16.406000	9.000000										
2021-04-20 15:35:45.234000	8.000000										
2021-04-20 15:35:48.734000	8.000000										
2021-04-20 15:36:00.578000	8.000000										
2021-04-27 15:00:13.140000	10.000000										
2021-04-28 15:00:36.078000	8.000000										
2021-04-30 15:57:24.750000	10.000000										
2021-05-03 14:23:10.281000	8.000000										
2021-05-24 14:46:33.515000	10.000000										
2021-05-25 12:07:20.140000	8.000000										
2021-05-25 12:09:16.968000											
2021-05-25 12:09:21.984000											
2021-05-25 12:09:30.046000	10.000000										
2021-05-26 14:22:43.468000	8.000000										
2021-05-26 15:00:42											
2021-05-26 15:00:55.109000											
2021-05-26 15:01:07.781000	10.000000										
2021-05-26 15:01:09.390000	10.000000										
2021-05-26 15:01:15.468000	10.000000										
2021-05-26 15:01:17.515000	10.000000										
2021-05-26 17:07:47.656000	8.000000										
2021-05-27 15:32:54.312000				1100.000000							
2021-05-27 15:44:41.015000				1000.000000							
2021-05-27 15:44:52.703000	10.000000										
2021-05-28 11:45:13.265000	9.000000										
2021-05-28 12:29:09.781000				1200.000000							
2021-05-28 12:29:11.031000				1200.000000							
2021-05-28 12:29:15.781000				1200.000000							
2021-05-28 12:33:56.296000	10.000000										
2021-05-28 12:34:20.734000	8.000000										
2021-05-28 14:24:50.109000	6.000000										
2021-05-28 14:44:22.015000	8.000000										
2021-06-07 15:12:32.562000	10.000000										
2021-06-07 15:14:00.156000	12.000000										
2021-06-08 19:16:02.562000	10.000000										
2021-06-08 19:19:54.468000				1000.000000							
2021-06-17 13:13:51.515000	8.000000										
2021-06-18 12:14:38.218000	10.000000										
2021-06-18 15:53:22.046000	8.000000										
2021-06-22 10:21:12.171000	10.000000										
2021-06-23 11:21:02.218000	8.000000										
2021-06-29 10:20:35.484000	7.000000										
2021-06-29 11:33:50.234000	10.000000										
2021-07-07 12:06:53.437000	11.000000										
2021-07-10 11:53:40.625000	10.000000										
2021-07-15 11:48:22.484000	9.000000										
2021-07-20 17:13:32.781000	8.000000										
2021-07-20 17:19:46.062000	7.000000										
2021-07-20 17:24:02.046000	8.000000										
2021-08-19 12:10:59.781000	10.000000										
2021-08-19 12:13:06.468000	12.000000										
2021-08-19 12:13:09.453000	12.000000										
2021-08-19 12:13:21.140000	12.000000										
2021-08-19 12:18:47.640000	10.000000										
2021-08-19 12:28:10.843000	8.000000										
2021-08-28 12:04:38.640000	9.000000										
2021-09-02 11:32:40.156000	8.000000										
2021-09-13 14:55:40.953000	10.000000										
2021-09-14 11:26:48.218000	8.000000										
2021-09-16 11:02:46.359000	10.000000										
2021-09-17 11:41:00.406000	8.000000										
2021-09-27 15:56:54.890000			350.000000								
2021-09-27 16:43:38.031000			400.000000								
2021-09-27 16:43:49.609000	7.000000										
2021-09-30 15:07:34.984000	10.000000										
2021-09-30 15:09:06.437000	9.000000										
2021-10-11 11:08:05.875000	8.000000										
2021-10-22 12:57:27.421000	10.000000										
2021-10-25 14:40:56.343000	9.000000										
2021-11-03 11:59:08.109000	7.000000										
2021-11-03 12:01:05.562000	8.000000										
2021-11-04 15:55:55.140000	10.000000										
2021-11-04 16:05:46.968000	9.000000										
2021-11-16 14:31:15.140000	10.000000										
2021-11-16 14:47:54.093000	9.000000										
2021-12-01 16:40:08.906000			350.000000								
2021-12-01 17:34:02.750000			400.000000								
2021-12-01 17:34:31.640000											
2021-12-03 15:22:14.796000			350.000000								
2021-12-03 15:23:43.750000			450.000000								
2021-12-03 15:24:30.734000			400.000000								
2021-12-07 16:39:33.156000			300.000000								
2021-12-07 16:40:28.125000			400.000000								
2021-12-07 16:40:51.484000			400.000000								
2021-12-17 12:10:40.843000	8.000000										
2021-12-22 11:19:32.296000	9.000000										
2022-01-04 12:32:21.828000	8.000000										
2022-01-13 17:37:17.609000			600.000000								
2022-01-13 17:38:37.828000			800.000000								
2022-01-13 17:40:39.703000			400.000000								
2022-01-13 17:44:44.046000											
2022-01-13 17:44:48.406000			300.000000								
2022-01-13 17:49:09.140000			250.000000								
2022-01-13 17:52:36.531000			500.000000								
2022-01-13 17:55:53.687000			800.000000								
2022-01-14 12:45:21.140000			400.000000								
