#Date	Molasses	MOT	Repump	OP	Add. H	Add. V	Lat. X	Lat. Y	Lat. Z	Clearing	Depump
2014-04-06 23:14:12.251000				20.000000							
2014-04-06 23:28:02.048000											
2014-04-06 23:28:07.282000				9.000000							
2014-04-07 15:35:53.938000				7.800000							
2014-04-08 10:47:13.501000	7.100000										
2014-04-13 21:24:24.906000	5.200000										
2014-04-14 11:04:24.781000	17.400000										
2014-04-14 12:00:56.359000				6.000000							
2014-04-14 12:25:38.968000	15.600000										
2014-04-14 12:28:19.078000	14.000000										
2014-04-14 14:43:03.359000	13.000000										
2014-04-14 17:59:36.312000		50.000000									
2014-04-16 15:39:17.765000					4.200000	9.800000					
2014-04-24 10:41:08.871000	14.700000										
2014-04-25 13:45:46.206000	11.600000										
2014-04-25 16:12:41.815000				9.200000							
2014-04-28 16:44:53.800000					4.900000	9.800000					
2014-05-08 14:14:02.527000	17.000000										
2014-05-08 15:03:19.668000	13.000000										
2014-05-13 20:01:54.824000		55.000000									
2014-05-13 20:40:52.183000	13.000000										
2014-05-14 11:53:50.386000		58.000000									
2014-05-14 15:25:13.964000				6.300000							
2014-05-15 12:58:34.291000				5.300000							
2014-05-18 13:28:11.948000					6.600000	14.400000					
2014-05-20 20:21:01.370000	10.000000										
2014-05-21 16:39:05.015000					6.400000	12.000000					
2014-06-09 15:45:31.775000	13.000000										
2014-06-09 19:01:08.681000	13.400000	41.000000	100.000000		6.400000	12.000000					
2014-06-09 19:01:13.806000	13.400000	41.000000	100.000000	5.300000	6.400000	12.000000					
2014-06-10 11:16:00.869000	19.000000	56.000000	100.000000	3.900000							
2014-06-10 15:47:34.884000				5.100000							
2014-06-10 20:39:54.619000	18.000000										
2014-06-12 15:27:11.453000				5.400000							
2014-06-18 17:47:30.320000					6.000000	11.700000					
2014-06-18 18:28:20.101000				6.000000							
2014-06-24 15:35:26.047000					4.750000	10.000000					
2014-07-10 11:27:39.820000						9.400000					
2014-07-21 12:31:36.909000	18.000000	53.000000	100.000000								
2014-07-22 14:27:23.612000		55.000000	100.000000								
2014-07-31 17:01:23.493000	18.000000										
2014-08-07 17:41:29.953000				5.700000							
2014-08-15 13:52:14.511000	17.000000										
2014-08-21 21:10:39.635000					3.550000	8.500000					
2014-08-27 10:36:17.765000	18.700000										
2014-09-15 11:23:24.070000	14.000000	48.000000	100.000000	6.400000							
2014-09-15 12:00:17.241000	15.000000										
2014-09-23 10:35:35.686000	11.700000										
2014-09-23 10:38:13.999000		40.000000									
2014-09-23 10:52:54.296000		48.000000									
2014-09-23 14:50:12.452000		41.000000									
2014-09-23 14:53:12.796000		48.000000									
2014-09-25 10:13:32.751000	12.000000	54.000000									
2014-09-25 11:12:56.360000				6.000000							
2014-10-10 15:40:39.952000	13.000000										
2014-10-13 14:11:41.921000					2.800000	7.000000					
2014-10-19 14:17:01.062000					2.300000	4.800000					
2014-10-20 15:07:01.062000	10.000000										
2014-10-27 11:15:34.063000	16.000000	50.000000		7.600000							
2014-10-27 11:15:39.109000	16.000000	50.000000		7.600000							
2014-10-28 11:02:31.203000					3.100000	7.300000					
2014-10-31 13:36:13.518000		40.000000									
2014-10-31 13:41:33.127000		50.000000									
2014-11-01 14:09:16.690000					4.100000	8.000000					
2014-11-03 10:27:30.346000	13.300000			9.150000							
2014-11-07 10:51:33.573000	16.000000	53.000000		8.000000							
2014-11-10 12:22:48.104000		46.000000									
2014-11-12 15:25:24.073000					3.200000	7.900000					
2014-11-18 14:47:59.870000	13.300000										
2014-11-18 14:51:37.011000				9.000000							
2014-11-22 11:19:50.238000					2.500000	6.700000					
2014-11-24 11:27:28.316000					3.800000	8.000000					
2014-11-24 13:17:03.895000					2.500000	6.600000					
2015-01-20 11:10:09.796000					4.200000	8.800000					
2015-01-22 16:18:48.289000					2.800000	7.400000					
2015-01-23 13:52:22.899000		50.000000									
2015-01-29 14:11:20.323000	11.000000	49.000000		8.000000							
2015-02-12 11:57:09.554000					3.500000	8.500000					
2015-02-12 12:12:57.241000					2.000000	5.800000					
2015-02-12 16:49:45.022000		50.000000									
2015-02-17 10:49:31.694000				8.400000							
2015-02-18 14:24:36.343000	13.400000										
2015-02-18 14:45:18.553000	10.000000										
2015-02-18 14:47:30.766000	9.000000										
2015-03-04 12:17:49.176000	15.000000										
2015-03-11 14:16:35.924000	16.000000										
2015-03-16 09:55:05.734000	14.200000										
2015-03-16 09:55:19.406000	14.200000										
2015-03-16 09:55:33.296000	14.200000										
2015-03-16 10:07:02.484000					4.100000	8.300000					
2015-04-01 12:26:20.156000	13.000000			8.000000							
2015-04-08 17:09:58.282000	18.800000										
2015-04-08 17:31:58.763000				5.400000							
2015-04-08 17:38:26.748000					3.200000	7.400000					
2015-04-08 18:12:24.482000	17.000000										
2015-04-20 12:37:14.792000		48.000000									
2015-04-20 12:37:52.745000	19.000000										
2015-04-24 15:37:19.970000	14.000000										
2015-04-29 11:27:13.001000	18.000000			4.200000							
2015-05-10 11:14:56.227000	13.500000	41.000000		5.900000							
2015-05-11 10:13:54.843000					3.200000	6.160000					
2015-05-11 10:58:53.390000	11.400000										
2015-05-11 11:21:49.578000		40.000000									
2015-05-11 19:10:30.093000				4.900000							
2015-05-12 12:15:20.968000	10.000000										
2015-05-14 17:30:48.974000				6.400000							
2015-05-17 11:49:45.521000	14.500000	47.500000		5.100000							
2015-05-18 10:12:38.193000	12.500000	46.000000									
2015-05-22 10:18:40.718000		50.000000									
2015-05-24 12:13:12.500000		52.000000									
2015-05-24 14:34:51.078000		54.000000									
2015-05-26 10:13:09.921000				160.000000							
2015-05-26 14:05:03.890000	12.000000										
2015-05-26 14:44:56.468000				20.000000							
2015-05-26 14:44:59.156000				20.000000							
2015-05-26 14:47:06.093000			100.000000	20.000000							
2015-05-26 14:48:02.375000				22.000000							
2015-05-26 14:48:33.625000				18.000000							
2015-05-26 15:17:59.359000				16.000000							
2015-05-26 15:19:35.140000											
2015-05-26 15:19:39.796000				13.000000							
2015-05-26 15:23:29				24.000000							
2015-05-26 15:23:59.843000				26.000000							
2015-05-26 15:24:24.875000				29.000000							
2015-05-26 15:28:14.953000				15.000000							
2015-05-26 15:29:00.390000				60.000000							
2015-05-26 15:30:08.203000				55.000000							
2015-05-26 15:30:53.593000											
2015-05-26 15:30:58.156000				45.000000							
2015-05-26 15:39:30.984000				90.000000							
2015-05-26 15:45:30.375000				80.000000							
2015-05-26 15:45:41.156000				70.000000							
2015-05-26 15:45:53.734000				65.000000							
2015-05-26 15:46:04.859000				60.000000							
2015-05-26 15:50:29.062000				40.000000							
2015-05-26 15:50:46.156000				45.000000							
2015-05-26 15:50:57.859000				35.000000							
2015-05-26 15:51:02.140000				35.000000							
2015-05-26 15:51:10.953000				45.000000							
2015-05-26 18:02:59.421000				306.000000							
2015-05-26 18:39:25.265000				260.000000							
2015-05-26 18:40:15.312000				230.000000							
2015-05-26 18:40:51.671000				170.000000							
2015-05-26 19:12:30.109000				120.000000							
2015-05-26 19:13:42.500000				100.000000							
2015-05-26 19:18:14.859000				306.000000							
2015-05-27 16:30:37.625000			200.000000								
2015-05-27 16:37:27.921000			300.000000								
2015-05-27 16:40:28.468000			400.000000								
2015-05-27 16:43:49.531000			500.000000								
2015-05-27 16:48:07.312000			250.000000								
2015-05-27 16:52:56.265000											
2015-05-27 16:53:00.671000			1000.000000								
2015-05-27 16:56:07.953000			800.000000								
2015-05-27 16:59:35.703000			100.000000								
2015-05-27 17:57:47.484000			300.000000								
2015-05-28 09:46:55.178000			100.000000								
2015-05-28 09:49:44.346000		51.000000	100.000000								
2015-05-28 10:11:28.031000			300.000000								
2015-05-28 10:25:26.343000			500.000000								
2015-05-28 10:28:57.796000			1000.000000								
2015-05-28 10:31:23.281000			100.000000								
2015-05-28 10:35:38.562000			200.000000								
2015-05-28 10:43:00.328000			300.000000								
2015-05-28 14:00:15.281000			300.000000								
2015-05-31 18:37:29.625000			160.000000								
2015-05-31 18:37:36.750000			160.000000	306.000000							
2015-06-16 17:36:42.155000	16.000000										
2015-06-25 15:48:22.437000	15.000000										
2015-06-25 16:31:41.562000			250.000000								
2015-06-25 16:38:39.171000											
2015-06-25 16:38:43.484000			200.000000								
2015-06-25 16:38:45.390000			200.000000								
2015-06-26 17:44:22.812000			200.000000								
2015-06-26 17:48:39.546000			300.000000								
2015-06-26 17:53:04.483000			100.000000								
2015-06-29 15:06:33.890000			160.000000								
2015-06-29 17:59:24.343000				250.000000							
2015-06-29 18:02:20.952000				350.000000							
2015-06-29 18:05:40.405000				306.000000							
2015-06-29 18:12:08.062000				250.000000							
2015-06-29 18:14:44.140000				400.000000							
2015-06-29 18:15:55.062000				306.000000							
2015-06-30 11:00:57.265000			320.000000								
2015-06-30 11:05:52.062000			480.000000								
2015-06-30 11:12:30.187000			600.000000								
2015-06-30 11:20:26.796000			480.000000								
2015-06-30 12:10:58.202000				314.000000							
2015-06-30 14:29:13.280000											
2015-06-30 14:29:19.030000			160.000000								
2015-06-30 15:19:12.155000			320.000000								
2015-06-30 15:26:27.405000			480.000000								
2015-06-30 15:32:46.343000			100.000000								
2015-06-30 15:38:36.780000			160.000000								
2015-06-30 15:41:12.249000				150.000000							
2015-06-30 15:42:39.905000				314.000000							
2015-06-30 15:44:25.780000				350.000000							
2015-06-30 15:44:49.108000				380.000000							
2015-06-30 15:45:00.515000				450.000000							
2015-06-30 15:45:03.796000				450.000000							
2015-06-30 15:45:07.608000				450.000000							
2015-06-30 15:46:24.874000				314.000000							
2015-06-30 15:47:44.312000				450.000000							
2015-06-30 15:55:03.890000				280.000000							
2015-06-30 15:56:44.671000				250.000000							
2015-06-30 15:56:48.155000				250.000000							
2015-06-30 15:56:51.358000				250.000000							
2015-06-30 15:57:10.655000				230.000000							
2015-06-30 15:57:32.171000				190.000000							
2015-06-30 16:04:08.062000				150.000000							
2015-07-01 14:19:40.062000			370.000000								
2015-07-01 14:24:43.890000			100.000000								
2015-07-06 14:49:46.390000			200.000000								
2015-07-06 14:50:02.812000			200.000000	306.000000							
2015-07-06 15:13:10.265000				360.000000							
2015-07-06 17:07:52.265000				400.000000							
2015-07-06 17:08:52.500000				500.000000							
2015-07-06 17:09:45.687000				360.000000							
2015-07-06 17:10:38.484000				310.000000							
2015-07-06 17:11:15.546000				250.000000							
2015-07-06 17:11:44.093000				180.000000							
2015-07-06 17:15:00.078000				600.000000							
2015-07-06 17:18:50.078000				800.000000							
2015-07-06 17:23:51.734000				250.000000							
2015-07-06 17:25:10.671000				250.000000							
2015-07-06 17:30:03.093000				360.000000							
2015-07-06 17:51:07.593000			100.000000								
2015-07-06 17:58:08.687000			300.000000								
2015-07-06 18:02:04.125000			500.000000								
2015-07-06 18:06:12.890000			200.000000								
2015-07-06 18:06:14.203000			200.000000								
2015-07-06 18:06:17.546000			200.000000								
2015-07-06 18:06:20.593000			200.000000								
2015-07-06 18:06:27.406000			200.000000								
2015-07-06 18:06:27.546000			200.000000								
2015-07-06 18:06:27.703000			200.000000								
2015-07-07 10:04:05.140000				330.000000							
2015-07-07 12:07:27.140000				360.000000							
2015-07-07 12:07:49.406000				330.000000							
2015-07-08 18:27:06.093000				100.000000							
2015-07-08 18:35:09.265000				70.000000							
2015-07-08 18:35:56.515000				50.000000							
2015-07-08 18:39:59.687000				200.000000							
2015-07-08 18:45:22.453000				150.000000							
2015-07-08 18:48:53.437000				300.000000							
2015-07-08 18:51:03.656000				150.000000							
2015-07-08 18:52:03.140000				75.000000							
2015-07-08 18:55:51.656000				125.000000							
2015-07-09 11:00:45.480000				100.000000							
2015-07-10 15:32:42.870000					2.550000	4.400000					
2015-07-10 16:31:30.401000					2.000000	4.000000					
2015-07-13 16:03:07.870000					2.280000	3.860000					
2015-07-15 10:30:04.750000					2.000000	4.500000					
2015-07-22 17:13:05.706000					3.400000	6.200000					
2015-07-26 14:32:30.519000					7.900000	6.700000					
2015-07-27 10:33:22.472000					6.200000	6.200000					
2015-07-27 15:31:41.425000					4.300000	5.800000					
2015-07-27 16:01:13.800000					2.500000	5.700000					
2015-07-27 16:30:04.519000					1.200000	4.600000					
2015-07-27 17:09:59.941000											
2015-07-27 17:10:04.097000					0.600000	4.700000					
2015-07-27 18:10:03.425000					2.400000	6.400000					
2015-07-28 10:47:17.222000											
2015-07-28 15:23:29.519000					4.000000	6.700000					
2015-09-14 17:56:32.062000	13.500000										
2015-09-16 11:43:44.906000	10.000000										
2015-09-16 18:08:08.890000	13.000000										
2015-09-21 11:11:54.029000	12.000000										
2015-10-02 13:05:58.356000	9.500000										
2015-10-02 15:24:56.051000	13.000000										
2015-10-02 15:51:46.505000	12.000000										
2015-10-02 18:06:37.288000											
2015-10-02 18:06:41.569000	9.000000										
2015-10-05 14:31:46.324000	10.000000										
2015-10-23 13:32:54.640000	6.000000	42.000000									
2015-11-03 16:46:16.002000	13.000000	42.000000									
2015-11-10 14:40:25.140000	12.700000										
2015-11-16 15:50:52.924000					2.700000	4.700000					
2015-11-18 15:32:09.440000	11.700000										
2016-03-28 15:50:05.296000	12.200000	49.000000	200.000000	100.000000							
2016-03-28 15:50:09.343000	12.200000	49.000000	200.000000	100.000000							
2016-04-14 18:27:22.640000		44.000000									
2016-04-18 14:44:04.187000	13.000000	50.000000									
2016-04-29 14:33:27.296000	12.000000										
2016-05-05 11:08:25.203000	10.500000										
2016-05-05 11:28:52.250000	10.000000										
2016-05-05 11:30:12.328000	11.000000										
2016-05-06 14:53:01.296000	9.000000										
2016-05-06 14:53:30.484000											
2016-05-06 14:53:36.156000	8.000000										
2016-05-06 14:54:24.343000											
2016-05-06 14:54:28.546000	12.000000										
2016-05-06 14:56:30.906000	10.000000										
2016-05-06 14:56:32.421000	10.000000										
2016-05-06 14:56:33.734000	10.000000										
2016-05-06 14:56:39.046000	10.000000										
2016-05-06 14:58:47.500000	6.000000										
2016-05-06 14:58:50.859000	6.000000										
2016-05-06 14:58:56.234000	6.000000										
2016-05-06 14:58:57.890000	6.000000										
2016-05-06 14:59:03.703000	10.000000										
2016-08-24 15:27:08.609000	15.000000										
2016-12-15 12:00:14.031000	13.700000										
2016-12-27 12:10:44.734000	13.500000										
2017-01-22 11:33:35.562000	10.000000										
2017-01-22 11:36:20.031000	6.000000										
2017-01-22 11:42:18.593000	10.000000										
2017-02-02 10:27:23.765000	15.000000										
2017-02-02 10:29:03.125000	12.000000										
2017-02-15 16:21:07.015000				200.000000							
2017-02-15 16:24:20.953000				400.000000							
2017-02-15 16:26:06.640000				300.000000							
2017-02-15 16:26:56.515000				200.000000							
2017-02-15 16:31:29.734000				100.000000							
2017-03-16 18:06:56.468000				200.000000							
2017-03-20 17:33:01.750000				400.000000							
2017-03-20 17:35:57.500000				100.000000							
2017-03-20 18:04:41.234000				200.000000							
2017-03-20 18:11:40.500000				50.000000							
2017-03-20 18:13:55.218000				400.000000							
2017-03-21 11:40:10.640000				100.000000							
2017-03-21 11:44:22.265000				200.000000							
2017-03-21 11:47:33.562000				400.000000							
2017-03-21 11:50:16.921000				800.000000							
2017-03-21 11:53:37.265000				1600.000000							
2017-03-21 11:56:42.062000				1200.000000							
2017-03-21 11:59:48.562000				1000.000000							
2017-03-21 12:02:29.062000				600.000000							
2017-03-21 12:05:56.890000				300.000000							
2017-03-21 12:09:47.625000											
2017-03-21 12:09:51.968000				600.000000							
2017-03-21 12:10:24.593000				1000.000000							
2017-03-21 12:11:15.937000				1200.000000							
2017-03-21 12:12:38.703000				400.000000							
2017-03-21 12:14:27.437000				800.000000							
2017-03-21 12:15:09.375000											
2017-03-21 12:15:12.890000				1000.000000							
2017-03-21 12:15:44.765000				1600.000000							
2017-03-21 12:21:36.609000				1000.000000							
2017-03-21 12:26:27.890000				600.000000							
2017-03-22 11:59:48.703000				700.000000							
2017-03-22 12:02:10.359000				800.000000							
2017-03-22 12:02:34.390000				750.000000							
2017-03-22 12:03:02.484000				780.000000							
2017-03-22 12:28:44.578000				830.000000							
2017-03-22 15:12:04.750000				600.000000							
2017-03-22 15:13:00.593000				1000.000000							
2017-03-22 15:30:19.765000				900.000000							
2017-03-22 15:57:13.812000				750.000000							
2017-03-22 15:57:29.875000				700.000000							
2017-03-22 16:03:21.578000				700.000000							
2017-03-22 16:03:50.218000				700.000000							
2017-03-22 16:07:58.421000				750.000000							
2017-03-22 16:11:11.625000				800.000000							
2017-03-22 16:14:08.031000				850.000000							
2017-03-22 16:17:19.062000				900.000000							
2017-03-22 16:21:45.343000				950.000000							
2017-03-22 16:30:44.312000				600.000000							
2017-03-22 16:41:28.203000				780.000000							
2017-03-23 11:54:08.343000				240.000000							
2017-03-23 12:04:09.515000				300.000000							
2017-03-23 15:16:38.750000				100.000000							
2017-03-23 15:23:20.343000				50.000000							
2017-03-23 15:27:57.328000				150.000000							
2017-03-23 15:31:46.343000				200.000000							
2017-03-23 15:36:09.953000				100.000000							
2017-03-23 17:32:51.281000				150.000000							
2017-03-23 17:38:12.062000				200.000000							
2017-03-23 17:43:04.234000				300.000000							
2017-03-23 18:07:40.359000				150.000000							
2017-03-24 15:50:39.984000				780.000000							
2017-03-30 10:59:34	10.000000										
2017-03-31 17:14:00.093000	12.000000										
2017-03-31 17:35:46.265000				900.000000							
2017-03-31 17:39:24.750000				780.000000							
2017-04-03 15:26:13.718000				850.000000							
2017-04-03 15:29:45.375000				900.000000							
2017-04-03 15:35:32				700.000000							
2017-04-03 15:38:54.890000				950.000000							
2017-04-03 15:42:26.046000				780.000000							
2017-04-04 15:22:23.343000	9.700000										
2017-04-04 18:08:41.937000											
2017-04-05 11:51:46				100.000000							
2017-04-05 11:52:31.328000				780.000000							
2017-04-05 14:39:03.843000	12.900000										
2017-04-05 15:14:52.265000				850.000000							
2017-04-05 15:17:52.890000				780.000000							
2017-04-05 16:10:48.703000				720.000000							
2017-04-05 16:17:21.359000				750.000000							
2017-04-05 16:20:50.265000				780.000000							
2017-04-05 16:23:36.515000				810.000000							
2017-04-05 16:27:47.421000				840.000000							
2017-04-05 16:30:32.750000				870.000000							
2017-04-05 16:33:15.031000				900.000000							
2017-04-05 16:36:26.031000				800.000000							
2017-04-07 15:55:52.562000				200.000000							
2017-04-07 15:58:12.531000				400.000000							
2017-04-07 15:59:58.906000				100.000000							
2017-04-07 16:03:45.406000				800.000000							
2017-04-17 11:02:55.828000	10.000000										
2017-04-18 11:32:23.406000	13.500000										
2017-05-09 15:11:58.906000	10.000000										
2017-05-11 11:15:31.078000	15.000000										
2017-05-23 10:48:40.234000	10.000000										
2017-05-23 11:25:30.875000	14.000000										
2017-05-23 11:25:48.359000	14.000000										
2017-05-23 11:25:55.125000	14.000000										
2017-05-23 11:26:02.515000	14.000000	45.000000									
2017-05-29 14:08:18.875000	11.000000										
2017-06-01 11:54:41.187000	13.000000										
2017-06-02 10:42:39.765000	12.500000										
2017-06-05 11:14:36.234000	16.000000										
2017-06-05 11:14:38.265000	16.000000										
2017-06-05 11:14:52.828000	16.000000										
2017-06-05 17:16:44.265000				600.000000							
2017-06-05 17:21:03.218000				500.000000							
2017-06-05 17:24:55.203000				900.000000							
2017-06-05 17:29:11.140000				850.000000							
2017-06-05 17:34:40.875000				820.000000							
2017-06-05 17:50:19.109000				780.000000							
2017-06-05 17:54:50.656000				800.000000							
2017-06-05 17:55:25.703000				780.000000							
2017-06-05 19:06:51.312000				800.000000							
2017-06-05 19:09:05.203000				780.000000							
2017-06-05 19:41:48.218000	15.000000										
2017-06-06 11:41:25.484000	14.000000										
2017-06-06 11:56:54.890000				800.000000							
2017-06-07 12:07:11.781000	15.500000										
2017-06-08 14:47:19.375000	15.000000										
2017-06-12 11:26:52.250000	13.000000										
2017-06-14 14:43:49.406000	12.000000										
2017-06-19 16:33:06.671000	17.000000										
2017-06-20 11:15:06.468000	14.000000										
2017-06-21 13:59:51.031000	16.000000										
2017-06-21 14:22:55.140000				960.000000							
2017-06-21 14:22:59.031000				960.000000							
2017-06-21 14:23:05.875000				960.000000							
2017-06-21 14:31:21.578000				800.000000							
